CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
0c64e0210999c5a1b13a8bddbe48540ec18eae17001dd1b828fc295b73aaa82eb3af4ed3e90e44016d2fac28cfe6bec978e65d35aa126068f4df71f181b66155,,01/15/2025 06:05:00 AM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/15/2025 06:35:00 AM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,8645,S,STONY ISLAND AVE,412,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,6,4,1,41.73740694,-87.58506914,POINT (-87.585069140279 41.737406941068)
0e2bed97dfe39cc448fd6a284f1021ac8a7f250716d9aa0dfa449f72a551deff0fae012814d9464d0807a087c3cee4c051685ae6c7d8a43e986d1f63f9850f53,,01/15/2025 10:38:00 PM,35,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/15/2025 10:38:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5252,S,ARCHER AVE,815,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,22,4,1,41.79968899,-87.73721691,POINT (-87.737216910218 41.799688993033)
98ecab135eae0534b02787f49d62e1696ab3763ff352cbe492b3acdab6403cf26c33f1e79432c88cc06ae80f4481a06b712f5dab8d530c5a9697620726b827de,,10/17/2023 06:00:00 PM,30,STOP SIGN/FLASHER,UNKNOWN,UNKNOWN,DUSK,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",10/17/2023 07:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,400,S,LARAMIE AVE,1522,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,3,10,41.87479856,-87.75500403,POINT (-87.755004029038 41.874798560005)
0e3032d8e420fd1580d52d6c87366ab0088fdf34390973579acb9e833e2cb7f671ef8d7d692883d85d4ece507f494080c8bfe8bc7a3cb767f3727299d1fd9e11,,01/15/2025 12:55:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 01:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,10300,S,TORRENCE AVE,434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,1,41.70807743,-87.55980687,POINT (-87.559806871332 41.708077429042)
fca60e390a132b2f6fc0eed98085cace774887a45233f9c152d0877c7166d96cb118b23efe0438192975d5d2fa5a0ecaa6c0e3ee7245b7f1fd1ccba77d9f272b,,08/27/2024 12:48:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",08/27/2024 12:50:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,13,W,I190 EXPY,1654,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,12,3,8,,,
0edc7225aa8b31712570656549238a7bb5cb7f03bf38c7c48d2fb372229b7c8dbed63ecee154429043ac45ae075be95ca85acefcb9e8149f3cad192998dd67d2,,01/15/2025 05:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/22/2025 04:00:00 PM,NOT APPLICABLE,NOT APPLICABLE,7203,S,KEDZIE AVE,831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,4,1,41.76241213,-87.7026099,POINT (-87.702609899631 41.762412128452)
560ef64c9f78569c3501a1be50c2b781135bd149cff3166536753b0026c048b00a15bd0bcb9a0b1b02189e6ebfd581c8a59596a84fe8415626c56ea55be701eb,,08/27/2024 08:40:00 AM,20,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",08/27/2024 11:00:00 AM,NOT APPLICABLE,NOT APPLICABLE,4823,N,WINCHESTER AVE,2032,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,3,8,41.9694907,-87.67757054,POINT (-87.677570538029 41.969490697963)
0f2af2ad2b814990058bbb239ec71d136b992e39d6cbd0c403d61b2c1a2cc70bd2cd0f828628d43628ab481caba6662492dbe69a1b769e914857926bdb22e440,,01/15/2025 05:00:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 05:01:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,5555,W,GRAND AVE,2515,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,1,41.91860889,-87.76557448,POINT (-87.765574478976 41.918608891151)
0f954c177a81eafce4894b184ce660e3e6f5659d70ccff1333da15b93073ef49d5118ee205e399fd62a81008ba32ac443257a699bf5a78fa485487a922657739,,01/15/2025 09:46:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",01/16/2025 11:55:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4216,W,16TH ST,1012,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,1,41.85889808,-87.73063852,POINT (-87.730638524031 41.858898080868)
2a596852fed4c5f4cb1bb1e5381516a1f23610040e959ba9a54628713af13efdaee428b2ee56ac4f24f20679620c83a9c7ee6e7ed98d01b15c739c0ff1f62032,,03/15/2025 01:25:00 AM,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",03/15/2025 01:31:00 AM,FAILING TO YIELD RIGHT-OF-WAY,WEATHER,5200,N,CLARK ST,2012,,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,7,3,41.97623034,-87.66856718,POINT (-87.668567175023 41.976230336649)
2c3834699d329b3a9cd0bace723b3067f745bce022e7824e6457540de5643cf84288792113461523a12e14d37ee2698f39e6432e9951a2ddc71e97908b3e1fb2,,03/15/2025 03:00:00 PM,10,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/15/2025 04:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,3116,W,61ST ST,823,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,7,3,41.78274231,-87.70160022,POINT (-87.701600218368 41.782742314027)
3a16f27b977abcf493752d1af9326b17bf562dadc01fdbe780952f9c5f5dc85bca01ccfca61693caf581cfe506f3e681cab5b5bcd1747bc5794c5539ffbf7729,,12/04/2024 17:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/14/2024 11:00:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,7150,N,SHERIDAN RD,2423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,12,42.01258291,-87.66348821,POINT (-87.663488207977 42.012582905034)
291b38141e6ed7c00dc8e047bebcec129a41e82c52c9de0b30ffd74b65136ff4e3c7d895466261030618ba0b26679df3e2964bf8cc30a8548cb296706ae9fe2c,,09/26/2019 03:29:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",09/26/2019 03:29:00 PM,IMPROPER OVERTAKING/PASSING,IMPROPER LANE USAGE,2304,E,75TH ST,334,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,5,9,41.75907351,-87.56858203,POINT (-87.568582034543 41.759073513805)
1041817a1dd7606bd96350e0325cc0487e2b08178c9cc526e7bb275056be46f3db000d6720a115a3ada2f779beb6e48ffaf2f0c8642c3aa2aa1d068308d1f149,,01/15/2025 09:03:00 PM,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,ONE-WAY,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 09:04:00 PM,IMPROPER BACKING,IMPROPER BACKING,1671,N,CLAREMONT AVE,1434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,21,4,1,41.91231839,-87.68590637,POINT (-87.68590637463 41.912318389965)
1fdfb419b8bbec0b6c76d2b7053fe4f2c3716cd1f84c383c5ea9e6368321145a67e231be3d227a9cf91d6fe88338c3d4ca274467308deb8d782edb9bb3f0738c,,02/23/2025 03:00:00 PM,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/23/2025 03:00:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,848,W,EASTMAN ST,1822,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,1,2,41.90754214,-87.65020288,POINT (-87.650202879117 41.907542139842)
5ae5b10b884f8c0bf6a21fe615b695b6ab3fbb0d61e3e930a16231005bf28256adacd51b3d57b1e82ca8a7095fc0548869646c07a966d96a1d2d895fe4d749f5,,06/14/2024 03:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",06/14/2024 04:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7458,S,LAFAYETTE AVE,731,Y,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,6,41.75824551,-87.62652191,POINT (-87.626521907009 41.758245504966)
5f54a59fcb087b12ae5b1acff96a3caf4f2d37e79f8db4106558b34b8a6d2b81af02cf91b576ecd7ced08ffd10fcfd940a84f7613125b89d33636e6075064e22,,07/29/2023 02:45:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/29/2023 02:45:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2101,S,ASHLAND AVE,1235,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,1,0,14,7,7,41.85412026,-87.66590234,POINT (-87.665902342962 41.854120262952)
2f3c202a917ab73f0de69b2f2bb0e95807e0afd7db870402bec571147883de9156168ffda9837a5729e3127cca5c71bb0a193794d56a37c137acf4ce166d9370,,03/15/2025 02:15:00 PM,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PEDALCYCLIST,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/15/2025 05:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,850,W,MONROE ST,1232,,,N,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,3,41.88056505,-87.64936142,POINT (-87.649361418191 41.880565045499)
11c60ddfbfe7c05e8b0ac4e80dc4306bb7965aff4b20f7256b4f90b23dabc0e77eec01b959b2f2001c14b982855fb01ed230660fdb4dc6453d4f62eac7cb7f21,,01/15/2025 03:22:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",01/15/2025 03:23:00 PM,DRIVING ON WRONG SIDE/WRONG WAY,IMPROPER TURNING/NO SIGNAL,4400,W,NORTH AVE,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,1,41.90986357,-87.7363803,POINT (-87.736380296054 41.909863573402)
307d3e113ad3563b14e3dd585c266c5c77f1ff49d616ff50e1efb998f7998362a0b6ba0b09d7ba69d465ed43f68176d38a42e98474c01ac96b929d19c845fe1d,,03/15/2025 09:00:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",03/15/2025 09:40:00 PM,DISREGARDING STOP SIGN,FAILING TO REDUCE SPEED TO AVOID CRASH,930,E,76TH ST,624,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,3,41.75690723,-87.60174425,POINT (-87.601744253553 41.756907227859)
12540baf16f0210c45943a08daf6a60ce0b285e4adfe417c53ac05ff374491de0125a38dc84c0e14c06221e9d6880ed9c8866cb7b9704cf4a1cf6465cfe0cba4,,01/15/2025 11:59:00 AM,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,,"OVER $1,500",01/23/2025 02:05:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3380,N,WESTERN AVE,1921,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,1,41.94301927,-87.68831326,POINT (-87.688313257334 41.943019274702)
66bffdc007d1243e8e36b420d0be2f6e5b419c7e92e630a1c1ea4e2987bf78191d8916185086fc02076e77574fb9f44dcb848ccc6f0082ac2329807daeff9994,,04/18/2024 08:20:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",04/18/2024 08:28:00 AM,DRIVING ON WRONG SIDE/WRONG WAY,IMPROPER OVERTAKING/PASSING,4132,W,FULLERTON AVE,2524,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,5,4,41.92455044,-87.73058649,POINT (-87.730586493001 41.924550441008)
32f59182c0c27d5cb6f43b19bdfbcaa06604288404e33dc34f1e94d3dccf365f4d443755cab4181d40e477df16f55f0121f902855dac341376c9bc9f5b568d60,,03/15/2025 12:30:00 PM,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/15/2025 02:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3123,W,26TH ST,1033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,7,3,41.84442423,-87.70357681,POINT (-87.703576807228 41.844424227075)
331fc267bcc6493eaf2125d202ff30e54f354075f0d84e12e28ea944cd24fad5f7adaf1ad1e98ba88903b22c898c78e7626d47868aef95870ee9b2f6abe968fe,,03/15/2025 11:55:00 AM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/15/2025 12:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3400,N,CLARK ST,1924,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,7,3,41.94356094,-87.65376364,POINT (-87.653763643215 41.943560942691)
336cb8e117885561285a0a67a7947ab008c7ef6df02a8c3ff4c848677a73ed990b8e99193b7e5a8ae1ff78045022628595fc71d939369e98067a5b26d453f9e9,,03/15/2025 03:36:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",03/15/2025 03:57:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1537,S,WOOD ST,1233,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,7,3,41.8602677,-87.67101895,POINT (-87.671018948936 41.860267695862)
3463296a92b4d3c25c57c0f50056ebf6ad7325643e9cae4ad125d2e7ca52273bf1fec5b7a40bba7c5e879a2d3b14d6a882afb13d5f4d2a7392586ef7636faf77,,03/15/2025 04:19:00 PM,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,03/15/2025 04:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,725,S,STATE ST,123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,16,7,3,41.87248659,-87.62739892,POINT (-87.627398919621 41.872486591756)
3639ad6c69229d3b7025173cf8d11553f16b85556db361f5a58fe18419755423253b636fa579f6899be115317396328b9c0f127e055e08d4395c43c922057f5e,,03/15/2025 10:40:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",03/15/2025 10:41:00 AM,DISREGARDING TRAFFIC SIGNALS,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,3150,S,ARCHER AVE,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,7,3,41.83695186,-87.6671669,POINT (-87.667166898593 41.836951859445)
6af64ed058af4ef0a2409a87865ca5ec28a80be1ecd18d7b9df74378a4ae8b68d6af106ed0eda11e7c1b27f6b143c47c9156b024d904ef934806d91e007b0f49,,07/29/2023 01:50:00 AM,15,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,,STRAIGHT AND LEVEL,WET,"RUT, HOLES",ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/29/2023 02:01:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5007,W,IOWA ST,1531,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,7,7,41.89667857,-87.75108265,POINT (-87.751082653046 41.896678568956)
6517355d98056c4f44df06292d9469866ae7c0288dde1ffc0f8d2b2785ae494fbfb27bb084402f6d8dab8c0698d309953a681ef58a106fb420bde89acfa18543,,06/14/2024 03:15:00 PM,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,06/14/2024 03:18:00 PM,IMPROPER BACKING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5,W,TERMINAL ST,1655,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,6,,,
57feb475a9f4253d7cb02b1168dbdb9aed4895e29faf0cd7eaa0b9d1130fca1eddbe7ab2f7cdcd11b089181ba2b143442b9b52b09630976b9c7acdd3abbf4e7e,,11/04/2024 14:46,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/04/2024 15:21,DISREGARDING ROAD MARKINGS,IMPROPER OVERTAKING/PASSING,127,E,GRAND AVE,1834,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,14,2,11,41.89162116,-87.62425393,POINT (-87.624253929022 41.891621161011)
1475c9185ef948a170a30ebaa51d323c1a858fbbb62a34c8606de75382ff1bc2d7045b2656dc0e9997e9d05cf27061ff485e2876fded21166c4463a1fdc9b464,,01/15/2025 02:39:00 AM,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",01/15/2025 02:39:00 AM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1226,N,MAPLEWOOD AVE,1423,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,2,4,1,41.90380851,-87.69088815,POINT (-87.690888148068 41.90380850734)
15bcfe5686fc94640096a9597c8af52c1508badea6d43eede0b550da61a7614d66fd5c0f1e7f7edd07906db99dcae5154482f90d86bf0a39d802d8552454595d,Y,01/15/2025 09:15:00 PM,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",01/15/2025 09:40:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4724,W,SUPERIOR ST,1111,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,4,1,41.89418571,-87.74452507,POINT (-87.744525074044 41.894185713916)
163ec7696b03116bdd9b5338075e29232b32867b1c89ead7794061d681bfb2b9d7e07bd3dceb78329a7927ea6daf33f256bb3020ea8eaae771d388555a45bfdd,,01/15/2025 10:45:00 AM,25,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,SNOW OR SLUSH,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",01/15/2025 10:57:00 AM,UNABLE TO DETERMINE,NOT APPLICABLE,8323,S,ABERDEEN ST,613,,,,,,,4,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,4,1,41.74254057,-87.65094839,POINT (-87.650948387402 41.742540568648)
165095c1398ee85e28a239d1dbc5b5776d865e99cc006f52cc6a5d57fa4f6d44e2265985bbb873e0f1ecdbbb20ebbea99b061d99b95be83048482b82f625afde,,01/15/2025 01:29:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",01/15/2025 01:29:00 PM,NOT APPLICABLE,NOT APPLICABLE,5501,S,HARLEM AVE,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,4,1,41.79185207,-87.8013778,POINT (-87.801377798929 41.79185206544)
3b64888cfc2cb800adc74ccddfba6b2e74da992e639638887ed2bac2b6f495bbc01a0ff62fca60f75e4b402c832883c8e16828ad4edcda50fcb3fa382f4bcd60,,03/15/2025 02:00:00 PM,20,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,REAR TO FRONT,OTHER,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/16/2025 06:10:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,601,W,MONTROSE DR,1915,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,14,7,3,41.96192072,-87.64590953,POINT (-87.645909529092 41.961920723739)
